n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
7368,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7369,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7370,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7371,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7372,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7373,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7374,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7375,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7376,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7377,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7378,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7379,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7380,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7381,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7382,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7383,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7384,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7385,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7386,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7387,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7388,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7389,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7390,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7391,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7392,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7393,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7394,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7395,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7396,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7397,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7398,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7399,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7400,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7401,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7402,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7403,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7404,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7405,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7406,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7407,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7408,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7409,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7410,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7411,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7412,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7413,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7414,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7415,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7416,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7417,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7418,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7419,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7420,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7421,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7422,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7423,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7424,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7425,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7426,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7427,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7428,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7429,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7430,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7431,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7432,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7433,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7434,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7435,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7436,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7437,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7438,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7439,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7440,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7441,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7442,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7443,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7444,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7445,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7446,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7447,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7448,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7449,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7450,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7451,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7452,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7453,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7454,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7455,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7456,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7457,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7458,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7459,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7460,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7461,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7462,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7463,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7464,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7465,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7466,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7467,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7468,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7469,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7470,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7471,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7472,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7473,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7474,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7475,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7476,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7477,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7478,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7479,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7480,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7481,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7482,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7483,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7484,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7485,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7486,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7487,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7488,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7489,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7490,SVMpoly,restnasnetmobile,76.78,69.43,77.23,70.51,74.95,77.95,74.0,72.0
7491,SVMpoly,restnasnetmobile,78.78,73.43,79.23,70.51,76.95,73.95,70.0,72.0
7492,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7493,SVMpoly,restnasnetmobile,78.28,72.43,78.73,70.51,76.45,74.95,71.0,72.0
7494,SVMpoly,restnasnetmobile,77.28,70.43,77.73,70.51,75.45,76.95,73.0,72.0
7495,SVMpoly,restnasnetmobile,77.68,71.23,78.13000000000001,70.51,75.85000000000001,76.15,72.2,72.0
7496,SVMpoly,restnasnetmobile,77.88,71.63000000000001,78.33,70.51,76.05,75.75,71.8,72.0
7497,SVMpoly,restnasnetmobile,77.78,71.43,78.23,70.51,75.95,75.95,72.0,72.0
7498,SVMpoly,restnasnetmobile,77.98,71.83000000000001,78.43,70.51,76.15,75.55,71.6,72.0
7499,SVMpoly,restnasnetmobile,77.58,71.03,78.03,70.51,75.75,76.35000000000001,72.4,72.0
7500,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7501,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7502,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7503,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7504,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7505,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7506,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7507,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7508,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7509,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7510,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7511,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7512,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7513,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7514,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7515,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7516,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7517,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7518,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7519,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7520,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7521,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7522,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7523,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7524,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7525,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7526,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7527,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7528,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7529,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7530,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7531,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7532,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7533,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7534,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7535,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7536,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7537,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7538,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7539,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7540,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7541,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7542,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7543,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7544,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7545,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7546,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7547,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7548,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7549,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7550,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7551,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7552,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7553,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7554,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7555,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7556,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7557,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7558,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7559,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7560,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7561,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7562,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7563,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7564,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7565,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7566,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7567,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7568,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7569,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7570,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7571,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7572,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7573,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7574,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7575,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7576,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7577,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7578,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7579,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7580,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7581,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7582,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7583,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7584,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7585,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7586,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7587,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7588,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7589,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7590,BAYES,vgg16,74.56,72.54,75.93,72.14,71.85,71.85,71.0,71.0
7591,BAYES,vgg16,72.56,68.54,71.93,72.14,75.85,75.85,71.0,71.0
7592,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7593,BAYES,vgg16,73.06,69.54,72.93,72.14,74.85,74.85,71.0,71.0
7594,BAYES,vgg16,74.06,71.54,74.93,72.14,72.85,72.85,71.0,71.0
7595,BAYES,vgg16,73.66,70.74000000000001,74.13000000000001,72.14,73.64999999999999,73.64999999999999,71.0,71.0
7596,BAYES,vgg16,73.46000000000001,70.34,73.73,72.14,74.05,74.05,71.0,71.0
7597,BAYES,vgg16,73.56,70.54,73.93,72.14,73.85,73.85,71.0,71.0
7598,BAYES,vgg16,73.36,70.14,73.53,72.14,74.25,74.25,71.0,71.0
7599,BAYES,vgg16,73.76,70.94000000000001,74.33000000000001,72.14,73.44999999999999,73.44999999999999,71.0,71.0
7600,KNN,xception,84.44,69.54,84.75,70.52,73.98,72.98,72.0,70.0
7601,KNN,xception,86.44,71.54,86.75,70.52,69.98,70.98,68.0,70.0
7602,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7603,KNN,xception,85.94,71.04,86.25,70.52,70.98,71.48,69.0,70.0
7604,KNN,xception,84.94,70.04,85.25,70.52,72.98,72.48,71.0,70.0
7605,KNN,xception,85.34,70.44000000000001,85.65,70.52,72.18,72.08,70.2,70.0
7606,KNN,xception,85.53999999999999,70.64,85.85,70.52,71.78,71.88000000000001,69.8,70.0
7607,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7608,KNN,xception,85.64,70.74000000000001,85.95,70.52,71.58,71.78,69.6,70.0
7609,KNN,xception,85.24,70.34,85.55,70.52,72.38000000000001,72.18,70.4,70.0
7610,KNN,xception,84.44,69.54,84.75,70.52,73.98,72.98,72.0,70.0
7611,KNN,xception,86.44,71.54,86.75,70.52,69.98,70.98,68.0,70.0
7612,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7613,KNN,xception,85.94,71.04,86.25,70.52,70.98,71.48,69.0,70.0
7614,KNN,xception,84.94,70.04,85.25,70.52,72.98,72.48,71.0,70.0
7615,KNN,xception,85.34,70.44000000000001,85.65,70.52,72.18,72.08,70.2,70.0
7616,KNN,xception,85.53999999999999,70.64,85.85,70.52,71.78,71.88000000000001,69.8,70.0
7617,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7618,KNN,xception,85.64,70.74000000000001,85.95,70.52,71.58,71.78,69.6,70.0
7619,KNN,xception,85.24,70.34,85.55,70.52,72.38000000000001,72.18,70.4,70.0
7620,KNN,xception,84.44,69.54,84.75,70.52,73.98,72.98,72.0,70.0
7621,KNN,xception,86.44,71.54,86.75,70.52,69.98,70.98,68.0,70.0
7622,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7623,KNN,xception,85.94,71.04,86.25,70.52,70.98,71.48,69.0,70.0
7624,KNN,xception,84.94,70.04,85.25,70.52,72.98,72.48,71.0,70.0
7625,KNN,xception,85.34,70.44000000000001,85.65,70.52,72.18,72.08,70.2,70.0
7626,KNN,xception,85.53999999999999,70.64,85.85,70.52,71.78,71.88000000000001,69.8,70.0
7627,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7628,KNN,xception,85.64,70.74000000000001,85.95,70.52,71.58,71.78,69.6,70.0
7629,KNN,xception,85.24,70.34,85.55,70.52,72.38000000000001,72.18,70.4,70.0
7630,KNN,xception,84.44,69.54,84.75,70.52,73.98,72.98,72.0,70.0
7631,KNN,xception,86.44,71.54,86.75,70.52,69.98,70.98,68.0,70.0
7632,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7633,KNN,xception,85.94,71.04,86.25,70.52,70.98,71.48,69.0,70.0
7634,KNN,xception,84.94,70.04,85.25,70.52,72.98,72.48,71.0,70.0
7635,KNN,xception,85.34,70.44000000000001,85.65,70.52,72.18,72.08,70.2,70.0
7636,KNN,xception,85.53999999999999,70.64,85.85,70.52,71.78,71.88000000000001,69.8,70.0
7637,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7638,KNN,xception,85.64,70.74000000000001,85.95,70.52,71.58,71.78,69.6,70.0
7639,KNN,xception,85.24,70.34,85.55,70.52,72.38000000000001,72.18,70.4,70.0
7640,KNN,xception,84.44,69.54,84.75,70.52,73.98,72.98,72.0,70.0
7641,KNN,xception,86.44,71.54,86.75,70.52,69.98,70.98,68.0,70.0
7642,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7643,KNN,xception,85.94,71.04,86.25,70.52,70.98,71.48,69.0,70.0
7644,KNN,xception,84.94,70.04,85.25,70.52,72.98,72.48,71.0,70.0
7645,KNN,xception,85.34,70.44000000000001,85.65,70.52,72.18,72.08,70.2,70.0
7646,KNN,xception,85.53999999999999,70.64,85.85,70.52,71.78,71.88000000000001,69.8,70.0
7647,KNN,xception,85.44,70.54,85.75,70.52,71.98,71.98,70.0,70.0
7648,KNN,xception,85.64,70.74000000000001,85.95,70.52,71.58,71.78,69.6,70.0
7649,KNN,xception,85.24,70.34,85.55,70.52,72.38000000000001,72.18,70.4,70.0
